state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-07-17,2458,3177,2790,76.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-17,12396,15864,13997,33.5
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-07-17,12239,16249,14090,27.6
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-07-17,13102,15812,14353,30.5
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-07-17,8943,11557,10150,43.6
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-17,10893,12914,11826,42.3
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-07-17,9266,11483,10290,43.5
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2023-07-17,6032,7560,6738,78.0
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2023-07-17,6332,7468,6857,95.1
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2023-07-17,5668,7383,6460,85.0
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-07-17,3700,4435,4040,556.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-17,3376,4149,3733,551.4
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-17,3269,3872,3548,538.9
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-07-17,4498,5722,5063,110.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-17,4604,5843,5176,97.0
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-17,4320,5154,4705,97.3
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-17,2072,2591,2312,380.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-17,1932,2412,2154,425.6
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-17,3581,4580,4043,935.5
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-17,3916,4689,4273,912.9
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-07-17,3773,4417,4071,757.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-07-17,3856,4546,4175,154.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-17,4037,5254,4599,148.9
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-07-17,10221,12850,11435,49.7
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-07-17,2480,2973,2708,1117.3
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-07-18,13347,17508,15268,59.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-07-18,4106,5303,4659,100.8
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-18,1710,2016,1852,87.3
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-07-18,3729,4378,4029,54.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-07-18,3323,4312,3780,57.4
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-07-18,2285,2734,2493,73.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-07-18,2254,2780,2497,89.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-07-18,12089,15143,13499,38.1
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-07-18,8524,10393,9387,36.0
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-07-18,8697,11438,9963,44.4
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-18,10733,13030,11794,49.0
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-07-18,11305,13973,12537,45.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-07-18,9625,12646,11020,52.1
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2023-07-18,6459,7598,6985,83.1
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2023-07-18,6645,8488,7496,90.5
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2023-07-18,5907,7692,6731,103.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-18,3585,4208,3873,482.4
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-18,3393,4217,3774,477.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-18,3109,3988,3515,551.7
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-07-18,5077,6371,5675,96.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-18,5209,6122,5631,72.9
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-18,4683,6101,5338,74.4
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-18,2222,2643,2417,319.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-18,1956,2360,2143,394.6
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-18,3517,4430,3939,821.4
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-18,3859,4946,4361,787.3
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-07-18,3992,4803,4367,935.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-07-18,4063,4943,4470,155.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-07-18,3439,4569,3961,178.8
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-07-18,12691,15041,13776,43.1
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-07-18,2652,3150,2882,1139.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-07-18,2457,3216,2808,889.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-07-19,12454,14756,13517,77.5
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-07-19,4197,5513,4805,124.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-07-19,1890,2406,2129,94.5
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-19,1806,2126,1954,84.7
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-07-19,1625,2144,1865,118.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-07-19,3780,4615,4166,68.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-07-19,3690,4596,4109,68.1
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-07-19,2362,2985,2650,69.9
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-07-19,2350,2772,2545,95.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-19,14552,19229,16711,30.3
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-07-19,13557,17892,15558,31.7
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-07-19,8176,10639,9313,47.6
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-19,10796,13342,11972,36.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-07-19,11740,13793,12688,43.6
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2023-07-19,6047,7205,6582,78.7
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-07-19,3467,4365,3882,466.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-19,3550,4336,3913,467.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-19,3172,4005,3557,579.7
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-19,3132,4008,3537,687.7
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-19,4795,5707,5216,87.1
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-19,2179,2557,2354,392.3
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-07-19,2194,2739,2446,371.8
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-19,2232,2707,2452,332.8
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-19,3960,4976,4429,845.6
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-07-19,4043,4802,4394,678.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-07-19,3524,4450,3952,176.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-19,4139,5050,4560,115.1
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-07-19,11597,15167,13245,41.9
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-07-19,12480,15807,14016,41.5
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-07-19,12263,15179,13609,48.4
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-07-20,12818,16088,14328,65.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-07-20,3769,4997,4336,111.1
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-07-20,4178,5034,4574,105.7
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-20,1629,2031,1815,93.8
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-07-20,1686,2070,1864,105.5
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-07-20,2186,2777,2459,99.4
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-07-20,2214,2809,2489,100.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-07-20,11937,14577,13156,28.7
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-07-20,12490,16243,14223,35.5
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-07-20,7459,9553,8426,43.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-07-20,9086,11513,10207,38.1
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-20,9902,12384,11048,41.2
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2023-07-20,6017,7660,6776,91.9
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2023-07-20,5371,6737,6002,92.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-20,3686,4534,4078,443.9
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-20,3504,4394,3915,473.1
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-20,3229,3774,3481,541.1
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-07-20,4443,5692,5020,90.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-20,4938,6198,5520,76.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-20,4930,6177,5506,83.4
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-20,2218,2737,2458,296.1
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-07-20,2155,2650,2384,383.5
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-20,2166,2821,2469,279.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-20,2054,2471,2247,313.2
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-20,3712,4508,4080,801.9
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-20,3894,4919,4368,752.6
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-07-20,4356,5107,4703,150.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-07-20,4172,5072,4588,129.0
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-07-20,4229,5160,4659,140.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-20,3597,4434,3984,162.0
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-07-20,11570,14531,12937,48.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-07-20,2545,3259,2875,1103.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-07-20,2452,2897,2658,1191.8
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-07-21,12184,15905,13902,70.0
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-07-21,11357,14966,13023,63.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-07-21,12085,14380,13145,89.7
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-07-21,3707,4887,4252,124.2
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-21,1564,2064,1795,105.5
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-07-21,1528,2014,1753,91.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-07-21,3548,4178,3839,57.7
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-07-21,3454,4126,3765,62.4
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-07-21,2174,2714,2424,73.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-21,12200,14381,13207,35.9
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-07-21,11902,14589,13143,38.4
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-07-21,12307,15669,13859,28.4
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-21,10249,12445,11263,46.9
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-07-21,10372,12386,11302,38.4
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2023-07-21,6648,8703,7597,66.1
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-07-21,3145,3716,3409,587.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-21,3551,4313,3903,542.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-21,3165,4186,3637,580.6
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-21,3325,3985,3630,569.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-21,4592,5674,5092,100.5
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-21,2094,2639,2346,363.6
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-07-21,2074,2650,2340,271.5
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-21,2110,2547,2312,338.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-21,1967,2430,2181,402.4
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-21,3376,4474,3883,911.8
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-21,3840,4833,4299,798.1
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-07-21,3747,4645,4162,920.2
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-07-21,3651,4692,4132,166.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-07-21,4473,5428,4914,108.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-07-21,3438,4321,3846,180.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-21,4262,5269,4727,151.2
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-07-21,12446,14757,13513,37.3
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-07-21,11221,14587,12775,41.2
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-07-21,2610,3259,2910,1135.7
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-07-21,2470,3090,2757,999.1
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-07-22,12284,15269,13662,77.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-07-22,11591,14309,12846,73.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-07-22,3889,4618,4226,115.3
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-07-22,3862,4864,4325,97.5
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-22,1649,1953,1790,88.1
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-07-22,3283,3857,3548,84.3
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-07-22,2110,2737,2400,80.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-07-22,2150,2578,2348,104.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-22,12442,14943,13597,27.4
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-07-22,11681,14319,12899,33.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-07-22,8620,10373,9430,42.0
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-07-22,9862,12288,10982,45.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-07-22,10285,12316,11223,41.6
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-07-22,3282,3929,3581,554.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-22,3687,4761,4183,462.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-22,3076,4050,3526,684.9
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-22,3354,4001,3653,662.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-22,4866,5942,5363,106.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-22,4207,5518,4813,114.3
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-07-22,1998,2503,2232,299.3
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-22,3521,4596,4018,887.7
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-07-22,3863,4764,4279,160.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-07-22,3760,4961,4315,149.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-07-22,3516,4523,3981,135.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-22,3753,4441,4071,167.0
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-07-22,13010,15422,14124,51.0
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-07-22,10281,13548,11789,57.4
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-07-22,11606,13680,12564,51.0
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-07-24,11646,14100,12779,71.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-07-24,12545,16336,14295,75.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-07-24,4214,4960,4559,108.0
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-07-24,4065,5093,4540,123.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-07-24,1718,2187,1935,94.5
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-24,1572,1920,1733,102.3
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-07-24,1544,2015,1762,101.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-07-24,3564,4382,3942,72.1
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-07-24,4017,4826,4391,51.6
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-07-24,2201,2828,2491,69.0
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-07-24,1943,2516,2208,108.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-24,11945,15525,13598,35.6
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-07-24,13602,17696,15492,32.3
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-07-24,7701,10185,8848,43.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-07-24,9045,11354,10111,37.2
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-24,11346,14424,12767,36.3
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2023-07-24,5997,7816,6837,83.1
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2023-07-24,6686,8834,7678,87.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-07-24,3937,4868,4367,504.0
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-24,3050,4037,3506,627.3
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-07-24,4229,5544,4836,108.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-07-24,4090,5142,4576,102.6
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-24,4415,5374,4858,108.9
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-24,2147,2707,2406,343.0
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-07-24,2086,2636,2340,309.9
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-24,1945,2545,2222,354.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-24,1940,2472,2186,407.4
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-24,3401,4333,3832,894.6
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-07-24,3762,4587,4143,733.2
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-07-24,3720,4410,4039,899.0
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-07-24,4113,5217,4623,109.9
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-07-24,3696,4622,4124,133.4
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-07-24,3661,4730,4155,117.8
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-07-24,11938,14762,13242,38.4
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-07-24,11525,14896,13081,54.4
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-07-24,11033,14313,12547,54.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-07-24,2515,3300,2878,935.6
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-07-24,2474,3067,2748,1031.0
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-07-25,12117,14759,13337,73.5
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-07-25,12933,15659,14192,77.9
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-07-25,4044,4920,4449,92.8
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-07-25,4168,4874,4494,102.2
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-07-25,1656,2164,1891,96.2
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-07-25,1697,2216,1937,89.2
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-07-25,3431,4121,3750,65.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-07-25,3867,4804,4300,67.5
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-07-25,2341,2816,2561,73.5
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-07-25,2313,2862,2567,68.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-07-25,13257,16564,14784,27.8
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-07-25,9288,10896,10031,44.2
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-07-25,11273,13362,12238,41.6
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-07-25,10503,13147,11724,46.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-07-25,10474,13777,11999,39.7
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2023-07-25,6094,7683,6828,78.4
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2023-07-25,6012,7350,6630,104.9
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-07-25,3298,3891,3572,649.2
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-07-25,3411,4404,3870,468.9
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-07-25,3076,3746,3386,529.0
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-07-25,4670,6151,5354,79.8
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-07-25,4351,5434,4851,91.8
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-07-25,2263,2732,2480,256.3
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-07-25,2065,2629,2326,273.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-07-25,1948,2461,2185,398.2
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-07-25,3735,4701,4181,952.7
